,FIPS,COUNTY,RPL_THEMES,pres_r,n,State,pres_r_norm
123,51750,Radford City,0.4124,70.5,0.0,VA,0.22646964343077416
124,51760,Richmond City,0.7729,32.1,5.0,VA,0.10311596530677802
125,51770,Roanoke City,0.8038,70.6,4.0,VA,0.2267908769675554
126,51775,Salem City,0.3089,156.7,2.0,VA,0.5033729521362029
127,51790,Staunton City,0.4449,120.9,2.0,VA,0.38837134596851913
128,51800,Suffolk City,0.3468,64.2,2.0,VA,0.20623193061355605
129,51810,Virginia Beach City,0.1889,45.3,3.0,VA,0.1455187921619017
130,51820,Waynesboro City,0.6013,138.0,0.0,VA,0.4433022807581111
131,51830,Williamsburg City,0.385,44.8,0.0,VA,0.1439126244779955
132,51840,Winchester City,0.722,123.4,3.0,VA,0.39640218438805014
